测试脚本名称,性能检查点, 标准时间,超时标准,超时上限,竞品值,容忍值,业务场景,实测值,结果,是否达标
6W_墙梁板柱操作性能保护230329,楼板空间位置编辑（影响几何与空间关系）,0.15,绝对值,0.2,0.3,0.2,1,0.063,提升,达标
6W_墙梁板柱操作性能保护230329,楼板编辑（进入二次编辑）有连接扣减,0.35,百分比,0.2,0.3,0.5,1,0.25,提升,达标
6W_墙梁板柱操作性能保护230329,楼板编辑（结束二次编辑）有连接扣减,0.35,百分比,0.2,0.3,0.5,1,0.469,衰退,达标
6W_墙梁板柱操作性能保护230329,板洞创建（生成板洞）,0.5,百分比,0.2,0.3,0.3,1,0.5,正常,不达标
6W_墙梁板柱操作性能保护230329,移动板洞,0.15,绝对值,0.25,0.3,0.3,1,0.094,提升,达标
6W_墙梁板柱操作性能保护230329,板洞复制粘贴,0.25,绝对值,0.3,0.3,0.3,1,0.125,提升,达标
6W_墙梁板柱操作性能保护230329,板洞编辑（进入二次编辑）,0.4,百分比,0.2,0.3,0.5,1,0.437,正常,达标
6W_墙梁板柱操作性能保护230329,板洞编辑（结束二次编辑）,0.45,百分比,0.2,0.3,0.5,1,0.469,正常,达标
6W_墙梁板柱操作性能保护230329,创建竖井（生成洞口）,0.35,百分比,0.2,0.3,0.5,1,0.468,衰退,达标
6W_墙梁板柱操作性能保护230329,移动竖井,0.15,绝对值,0.2,0.3,0.3,1,0.125,提升,达标
6W_墙梁板柱操作性能保护230329,竖井复制粘贴,0.2,百分比,0.2,0.3,0.3,1,0.172,正常,达标
6W_墙梁板柱操作性能保护230329,竖井属性编辑（影响几何与空间关系）,0.15,百分比,0.2,0.3,0.3,1,0.125,正常,达标
6W_墙梁板柱操作性能保护230329,竖井编辑（进入二次编辑）,0.35,百分比,0.2,0.3,0.5,1,0.265,提升,达标
6W_墙梁板柱操作性能保护230329,竖井编辑（结束二次编辑）,0.5,百分比,0.2,0.3,0.5,1,0.453,正常,达标
6W_墙梁板柱操作性能保护230329,移动柱-参照建筑,0.35,绝对值,0.5,NULL,0.6,1,0.281,提升,达标
6W_墙梁板柱操作性能保护230329,柱复制粘贴-参照建筑,0.25,绝对值,0.4,NULL,0.5,1,0.172,提升,达标
6W_墙梁板柱操作性能保护230329,移动墙-参照建筑,0.55,百分比,0.2,NULL,0.8,1,0.453,正常,达标
6W_墙梁板柱操作性能保护230329,墙复制粘贴-参照建筑,0.35,绝对值,0.6,NULL,0.5,1,0.313,提升,达标
6W_墙梁板柱操作性能保护230329,墙对齐-参照建筑,0.25,绝对值,0.4,NULL,0.5,1,0.234,提升,达标
6W_墙梁板柱操作性能保护230329,移动梁-参照建筑,0.45,百分比,0.2,NULL,1,1,0.468,正常,达标
6W_墙梁板柱操作性能保护230329,梁复制粘贴-参照建筑,0.25,绝对值,0.5,NULL,1,1,0.156,提升,达标
6W_墙梁板柱操作性能保护230329,楼板编辑（进入二次编辑）-参照建筑,0.3,百分比,0.2,NULL,1,1,0.265,正常,达标
6W_墙梁板柱操作性能保护230329,楼板编辑（结束二次编辑）-参照建筑,0.65,百分比,0.2,NULL,1,1,0.703,正常,达标
6W_墙梁板柱操作性能保护230329,板洞编辑（进入二次编辑）-参照建筑,0.55,百分比,0.2,NULL,1,1,0.516,正常,达标
6W_墙梁板柱操作性能保护230329,板洞编辑（结束二次编辑）-参照建筑,0.55,百分比,0.2,NULL,1,1,0.531,正常,达标
6W_墙梁板柱操作性能保护230329,竖井编辑（进入二次编辑）-参照建筑,0.5,百分比,0.2,NULL,1,1,0.282,提升,达标
6W_墙梁板柱操作性能保护230329,竖井编辑（结束二次编辑）-参照建筑,0.6,百分比,0.2,NULL,1,1,0.5,正常,达标
6W_筏板基础取消扣减操作性能保护230426,创建筏板,0.25,绝对值,0.36,1.41,0.4,1,0.187,提升,达标
6W_筏板基础取消扣减操作性能保护230426,撤销创建筏板,0.55,百分比,0.2,1.16,0.6,1,0.266,提升,达标
6W_筏板基础取消扣减操作性能保护230426,移动筏板,0.15,绝对值,0.3,0.3,0.3,1,0.094,提升,达标
6W_筏板基础取消扣减操作性能保护230426,筏板复制粘贴,0.3,绝对值,0.4,2.6,0.5,1,0.141,提升,达标
6W_筏板基础取消扣减操作性能保护230426,筏板删除,0.2,绝对值,0.3,0.3,0.3,1,0.125,提升,达标
6W_筏板基础取消扣减操作性能保护230426,筏板类型替换,0.2,绝对值,0.3,0.3,0.3,1,0.078,提升,达标
6W_筏板基础取消扣减操作性能保护230426,修改筏板单个板类型参数,0.5,百分比,0.2,0.3,0.5,1,0.266,提升,达标
6W_筏板基础取消扣减操作性能保护230426,筏板空间位置编辑（影响几何与空间关系）,0.35,百分比,0.2,0.3,0.3,1,0.234,提升,达标
6W_筏板基础取消扣减操作性能保护230426,筏板编辑（进入二次编辑）,0.7,百分比,0.2,39.85,1.2,1,0.5,提升,达标
6W_筏板基础取消扣减操作性能保护230426,筏板编辑（结束二次编辑）,0.6,百分比,0.2,2.03,0.9,1,0.453,提升,达标
6W_筏板基础取消扣减操作性能保护230426,一键处理,140.0,百分比,0.2,NULL,180,1,160.375,正常,达标
6W_桩基坑柱墩性能保护230326,创建桩,0.15,百分比,0.2,0.3,0.2,1,0.062,提升,达标
6W_桩基坑柱墩性能保护230326,撤销创建桩,0.35,绝对值,0.4,0.3,0.3,1,0.078,提升,达标
6W_桩基坑柱墩性能保护230326,移动桩-有扣减链接,0.15,绝对值,0.18,1.19,0.2,1,0.062,提升,达标
6W_桩基坑柱墩性能保护230326,桩复制粘贴,0.15,绝对值,0.2,0.3,0.2,1,0.078,提升,达标
6W_桩基坑柱墩性能保护230326,桩删除,0.15,绝对值,0.17,0.3,0.2,1,0.109,提升,达标
6W_桩基坑柱墩性能保护230326,桩类型替换,0.15,绝对值,0.19,1.06,0.2,1,0.062,提升,达标
6W_桩基坑柱墩性能保护230326,修改桩类型参数,0.3,绝对值,0.5,15.29,0.6,1,0.141,提升,达标
6W_桩基坑柱墩性能保护230326,桩空间位置编辑（影响几何与空间关系）,0.1,绝对值,0.15,0.3,0.2,1,0.062,提升,达标
6W_桩基坑柱墩性能保护230326,创建自定义承台,0.4,绝对值,0.7,3.38,1,1,0.359,提升,达标
6W_桩基坑柱墩性能保护230326,创建柱墩,0.2,绝对值,0.5,NULL,1,1,0.094,提升,达标
6W_标签类和批量对齐性能保护230330,墙标签挪动,0.7,百分比,0.2,0.3,1,1,0.484,提升,达标
6W_标签类和批量对齐性能保护230330,墙标签文字编辑（进入编辑模式）,0.5,百分比,0.2,0.3,0.3,1,0.359,提升,不达标
6W_标签类和批量对齐性能保护230330,墙标签文字编辑（结束编辑模式）,0.15,绝对值,0.25,0.3,0.3,1,0.156,正常,达标
6W_标签类和批量对齐性能保护230330,高频_撤销墙标签文字编辑,0.45,绝对值,0.5,0.3,0.3,1,0.078,提升,达标
6W_标签类和批量对齐性能保护230330,板厚标签标签挪动,0.25,百分比,0.2,0.3,0.3,1,0.125,提升,达标
6W_标签类和批量对齐性能保护230330,板厚标签文字编辑（进入编辑模式）,0.15,绝对值,0.21,0.3,0.3,1,0.062,提升,达标
6W_标签类和批量对齐性能保护230330,板厚标签文字编辑（结束编辑模式）,0.15,绝对值,0.29,0.3,0.3,1,0.016,提升,达标
6W_标签类和批量对齐性能保护230330,启动二维线,0.35,百分比,0.2,0.3,1,1,0.265,提升,达标
6W_标签类和批量对齐性能保护230330,启动文字命令（首次）,0.15,绝对值,0.2,0.3,0.3,1,0.063,提升,达标
6W_标签类和批量对齐性能保护230330,启动文字命令（非首次）,0.15,绝对值,0.28,0.3,0.3,1,0.063,提升,达标
6W_标签类和批量对齐性能保护230330,框选大量构件,0.45,百分比,0.2,0.3,0.3,1,0.297,提升,达标
6W_标签类和批量对齐性能保护230330,跨楼层复制粘贴,0.15,绝对值,0.36,39.49,0.5,1,0.078,提升,达标
6W_标签类和批量对齐性能保护230330,批量对齐墙（参照建筑）,2.0,百分比,0.2,NULL,2,1,1.641,正常,达标
6W_标签类和批量对齐性能保护230330,批量对齐梁（参照建筑）,2.0,百分比,0.2,NULL,2,1,1.203,提升,达标
6W_标签类和批量对齐性能保护230330,批量对齐柱（参照建筑）,1.0,百分比,0.3,NULL,2,1,0.641,提升,达标
6W_协同相关命令性能保护230411,选择单个文件内的全部构件参照,9.0,百分比,0.2,NULL,15,1,6.985,提升,达标
6W_协同相关命令性能保护230411,更新链接文件,8.0,百分比,0.2,NULL,15,1,5.547,提升,达标
6W_协同相关命令性能保护230411,同步建筑柱,0.65,百分比,0.2,NULL,1,1,0.547,正常,达标
6W_协同相关命令性能保护230411,同步板洞,0.9,百分比,0.2,NULL,1,1,0.906,正常,达标
6W_协同相关命令性能保护230411,同步墙洞（更新链接弹窗）,2.5,百分比,0.2,NULL,5,1,1.39,提升,达标
6W_协同相关命令性能保护230411,同步墙洞（1个）,1.5,百分比,0.2,NULL,1,1,0.75,提升,达标
6W_协同相关命令性能保护230411,同步建筑楼梯（更新链接弹窗）,3.0,百分比,0.2,NULL,2,1,2.703,正常,不达标
6W_协同相关命令性能保护230411,同步建筑楼梯（1个）,1.0,百分比,0.2,NULL,2,1,0.828,正常,达标
6W_协同相关命令性能保护230411,同步机电墙洞（更新链接弹窗）,2.5,百分比,0.2,NULL,2,1,1.719,提升,达标
6W_协同相关命令性能保护230411,同步机电墙洞（1个）,1.5,百分比,0.2,NULL,1,1,0.891,提升,达标
6W_协同相关命令性能保护230411,链接工作单元整体显隐控制,3.5,百分比,0.2,NULL,5,1,3.125,正常,达标
6W_协同相关命令性能保护230411,卸载参照,4.0,百分比,0.2,NULL,5,1,3.171,提升,达标
6W_协同同步多构件性能保护230422,同步墙洞（直接链接弹窗）,1.8,百分比,0.2,NULL,2,1,1.219,提升,达标
6W_协同同步多构件性能保护230422,同步墙洞（项目中所有墙洞）,2.5,百分比,0.2,NULL,10,1,0.656,提升,达标
6W_协同同步多构件性能保护230422,同步建筑楼梯（直接链接弹窗）,1.9,百分比,0.2,NULL,2,1,1.656,正常,达标
6W_协同同步多构件性能保护230422,同步建筑楼梯（项目中所有楼梯）,3.2,百分比,0.2,NULL,2,1,2.734,正常,不达标
6W_协同同步多构件性能保护230422,同步机电墙洞（直接链接弹窗）,1.5,百分比,0.2,NULL,2,1,1.109,提升,达标
6W_协同同步多构件性能保护230422,同步机电墙洞（项目中所有机电墙洞）,1.0,百分比,0.2,NULL,2,1,0.875,正常,达标
6W_打开保存关闭性能保护230606,高频_关闭工作单元,2.5,百分比,0.2,NULL,3,1,2.797,正常,达标
6W_导出GFC性能保护230606,Gfc3.2导出,15.0,百分比,0.2,NULL,240,1,12.344,正常,达标
6W_全专业无缓存打开保存关闭230607,全专业首次打开工作单元（无缓存）,110.0,百分比,0.2,NULL,30,1,93.093,正常,不达标
6W_全专业有缓存打开关闭230607,全专业首次打开工作单元（有缓存）,55.0,百分比,0.2,NULL,30,1,31.406,提升,不达标
含山医院性能场景保护230708无缓存,首次打开工作单元时间（无缓存）,50.0,百分比,0.2,NULL,40,1,20.25,提升,达标
含山医院性能场景保护230708有缓存,高频_首次打开工作单元时间（有缓存）,20.0,百分比,0.2,NULL,20,1,7.265,提升,达标
含山医院性能场景保护230708有缓存,高频_初次打开平面视图,4.0,百分比,0.2,NULL,4,1,2.14,提升,达标
含山医院性能场景保护230708有缓存,高频_初次打开立面视图,1.5,百分比,0.2,NULL,1.5,1,0.703,提升,达标
含山医院性能场景保护230708有缓存,高频_初次打开剖面视图,1.5,百分比,0.2,NULL,1.6,1,0.75,提升,达标
含山医院性能场景保护230708有缓存,切换视图-首次切换,0.25,绝对值,0.3,NULL,0.3,1,0.203,提升,达标
含山医院性能场景保护230708有缓存,高频_梁对齐（出对齐结果）,0.65,百分比,0.2,NULL,0.8,1,0.437,提升,达标
含山医院性能场景保护230708有缓存,高频_梁空间位置编辑（影响几何与空间关系）,0.3,百分比,0.5,NULL,0.3,1,0.156,正常,达标
含山医院性能场景保护230708有缓存,高频_二次编辑填充（进入编辑）,0.2,百分比,0.2,NULL,0.3,1,0.094,提升,达标
含山医院性能场景保护230708有缓存,初次打开三维视图,2.0,百分比,0.2,NULL,3,1,0.953,提升,达标
含山医院性能场景保护230708有缓存,三维视图-拖拉剖切框,1.0,百分比,0.2,NULL,0.9,1,0.625,提升,达标
含山医院性能场景保护230708有缓存,切换视图-非首次切换,0.3,绝对值,0.6,NULL,1,1,0.156,提升,达标
含山医院性能场景保护230708有缓存,打开视图对象样式设置对话框,1.5,百分比,0.2,NULL,1,1,0.813,提升,达标
含山医院性能场景保护230708有缓存,整体一键处理,25.0,百分比,0.2,NULL,19,1,18.468,提升,达标
含山医院性能场景保护230708有缓存,2F一键处理,8.0,百分比,0.2,NULL,10,1,5.625,提升,达标
含山医院性能场景保护230708有缓存,撤销2F一键处理,5.0,百分比,0.2,NULL,6,1,3.688,提升,达标
含山医院性能场景保护230708有缓存,高频_选择单个文件内的全部构件参照,35.0,百分比,0.2,NULL,25,1,14.688,提升,达标
含山医院性能场景保护230708有缓存,更新链接文件,15.0,百分比,0.2,NULL,7,1,9.718,提升,不达标
含山医院性能场景保护230708有缓存,批量对齐墙（参照建筑）,0.6,百分比,0.2,NULL,0.6,1,0.344,提升,达标
含山医院性能场景保护230708有缓存,链接工作单元整体显隐控制,1.5,百分比,0.2,NULL,1.2,1,0.547,提升,达标
含山医院性能场景保护230708有缓存,卸载参照,1.5,百分比,0.2,NULL,3,1,0.516,提升,达标
含山医院性能场景保护230708有缓存,高频_关闭工作单元,4.0,百分比,0.2,NULL,2,1,1.313,提升,达标
含山医院导出单张DWG0823,高频_导出DWG,5.0,百分比,0.2,NULL,8,1,3.625,提升,达标
3W_视图CAD板竖井230810,创建局部三维视图,0.5,百分比,0.5,NULL,0.2,1,0.235,提升,不达标
3W_视图CAD板竖井230810,切换视图-首次切换,1.5,百分比,0.2,NULL,0.7,1,0.765,提升,不达标
3W_视图CAD板竖井230810,平面视图-修改顶部偏移/深度偏移,0.6,百分比,0.2,NULL,1,1,0.547,正常,达标
3W_视图CAD板竖井230810,平面视图-范围框拖拽夹点,0.2,绝对值,0.5,NULL,0.8,1,0.25,正常,达标
3W_视图CAD板竖井230810,平面视图-旋转裁剪框,0.2,绝对值,0.8,NULL,1,1,0.062,提升,达标
3W_视图CAD板竖井230810,挪动CAD图纸,0.35,绝对值,0.5,NULL,1,1,0.156,提升,达标
3W_视图CAD板竖井230810,撤销移动CAD图纸,1.0,百分比,0.5,NULL,0.3,1,0.328,提升,不达标
3W_视图CAD板竖井230810,立面视图-批量调整标高线长度,0.15,绝对值,0.195,NULL,0.2,1,0.062,提升,达标
3W_视图CAD板竖井230810,创建楼板,0.4,百分比,0.5,NULL,0.6,1,0.344,正常,达标
3W_视图CAD板竖井230810,板类型替换,0.4,百分比,0.5,NULL,0.4,1,0.234,正常,达标
3W_视图CAD板竖井230810,修改单个板类型参数,0.25,绝对值,0.5,NULL,10,1,0.188,提升,达标
3W_视图CAD板竖井230810,移动板洞,0.25,百分比,0.5,NULL,0.3,1,0.094,提升,达标
3W_视图CAD板竖井230810,板洞复制粘贴,0.3,百分比,0.5,NULL,0.4,1,0.171,正常,达标
3W_视图CAD板竖井230810,板洞编辑（进入二次编辑）,0.2,百分比,0.5,NULL,0.3,1,0.078,提升,达标
3W_视图CAD板竖井230810,板洞编辑（结束二次编辑）,0.25,百分比,0.5,NULL,0.3,1,0.188,正常,达标
3W_视图CAD板竖井230810,创建竖井（生成洞口）,0.4,百分比,0.5,NULL,0.4,1,0.282,正常,达标
3W_视图CAD板竖井230810,移动竖井,0.15,绝对值,0.2,NULL,0.3,1,0.015,提升,达标
3W_视图CAD板竖井230810,竖井复制粘贴,0.1,绝对值,0.2,NULL,0.3,1,0.063,提升,达标
3W_视图CAD板竖井230810,竖井属性编辑（影响几何与空间关系）,0.2,百分比,0.5,NULL,0.3,1,0.109,正常,达标
3W_视图CAD板竖井230810,竖井编辑（进入二次编辑）,0.2,百分比,0.5,NULL,0.3,1,0.078,提升,达标
3W_视图CAD板竖井230810,竖井编辑（结束二次编辑）,0.4,百分比,0.5,NULL,0.3,1,0.219,正常,达标
3W_参照建筑230810,移动柱-参照建筑,0.1,绝对值,0.3,NULL,0.6,1,0.031,提升,达标
3W_参照建筑230810,柱复制粘贴-参照建筑,0.25,绝对值,0.4,NULL,0.5,1,0.141,提升,达标
3W_参照建筑230810,移动墙-参照建筑,0.4,百分比,0.5,NULL,0.8,1,0.313,正常,达标
3W_参照建筑230810,墙复制粘贴-参照建筑,0.2,绝对值,0.4,NULL,0.5,1,0.109,提升,达标
3W_参照建筑230810,墙对齐-参照建筑,0.2,绝对值,0.4,NULL,0.5,1,0.078,提升,达标
3W_参照建筑230810,楼板编辑（结束二次编辑）-参照建筑,0.4,绝对值,0.8,NULL,1,1,0.281,提升,达标
3W_参照建筑230810,板洞编辑（进入二次编辑）-参照建筑,0.25,绝对值,0.5,NULL,1,1,0.157,提升,达标
3W_参照建筑230810,板洞编辑（结束二次编辑）-参照建筑,0.35,绝对值,0.6,NULL,1,1,0.25,提升,达标
3W_参照建筑230810,竖井编辑（进入二次编辑）-参照建筑,0.15,绝对值,0.5,NULL,1,1,0.062,提升,达标
3W_参照建筑230810,竖井编辑（结束二次编辑）-参照建筑,0.3,绝对值,0.6,NULL,1,1,0.219,提升,达标
3W_筏板基础基坑桩230810,创建筏板,0.15,绝对值,0.3,NULL,0.4,1,0.047,提升,达标
3W_筏板基础基坑桩230810,撤销创建筏板,0.13,绝对值,0.3,NULL,0.6,1,0.031,提升,达标
3W_筏板基础基坑桩230810,移动筏板,0.15,百分比,0.5,NULL,0.2,1,0.047,提升,达标
3W_筏板基础基坑桩230810,筏板复制粘贴,0.1,绝对值,0.2,NULL,0.3,1,0.031,提升,达标
3W_筏板基础基坑桩230810,筏板删除,0.1,绝对值,0.15,NULL,0.2,1,0.078,提升,达标
3W_筏板基础基坑桩230810,筏板类型替换,0.1,绝对值,0.2,NULL,0.3,1,0.031,提升,达标
3W_筏板基础基坑桩230810,修改筏板单个板类型参数,0.15,绝对值,0.2,NULL,0.3,1,0.063,提升,达标
3W_筏板基础基坑桩230810,筏板空间位置编辑（影响几何与空间关系）,0.05,绝对值,0.2,NULL,0.3,1,0.031,提升,达标
3W_筏板基础基坑桩230810,筏板编辑（进入二次编辑）,0.2,绝对值,0.5,NULL,1.2,1,0.109,提升,达标
3W_筏板基础基坑桩230810,筏板编辑（结束二次编辑）,0.15,绝对值,0.5,NULL,0.9,1,0.11,提升,达标
3W_筏板基础基坑桩230810,桩复制粘贴,0.1,绝对值,0.1,NULL,0.2,1,0.047,提升,达标
3W_筏板基础基坑桩230810,桩删除,0.1,绝对值,0.1,NULL,0.2,1,0.063,提升,达标
3W_筏板基础基坑桩230810,桩类型替换,0.1,绝对值,0.1,NULL,0.2,1,0.031,提升,达标
3W_筏板基础基坑桩230810,修改桩类型参数,0.4,百分比,0.2,NULL,0.6,1,0.328,正常,达标
3W_筏板基础基坑桩230810,移动桩-有扣减链接,0.1,绝对值,0.1,NULL,0.2,1,0.047,提升,达标
3W_筏板基础基坑桩230810,创建柱墩,0.3,百分比,0.5,NULL,1,1,0.188,正常,达标
3W_筏板基础基坑桩230810,创建基坑,0.75,百分比,0.5,NULL,1,1,0.671,正常,达标
3W_墙标签板标签230810,高频_撤销柱标签文字编辑,0.7,绝对值,0.75,NULL,0.3,1,0.031,提升,达标
3W_墙标签板标签230810,墙标签挪动,0.1,绝对值,0.2,NULL,0.3,1,0.031,提升,达标
3W_墙标签板标签230810,墙标签文字编辑（进入编辑模式）,0.1,绝对值,0.2,NULL,0.3,1,0.047,提升,达标
3W_墙标签板标签230810,墙标签文字编辑（结束编辑模式）,0.1,绝对值,0.2,NULL,0.3,1,0.063,提升,达标
3W_墙标签板标签230810,板厚标签标签挪动,0.15,百分比,0.5,NULL,0.3,1,0.047,提升,达标
3W_墙标签板标签230810,板厚标签文字编辑（进入编辑模式）,0.1,绝对值,0.2,NULL,0.3,1,0.062,提升,达标
3W_墙标签板标签230810,板厚标签文字编辑（结束编辑模式）,0.1,绝对值,0.2,NULL,0.3,1,0.063,提升,达标
3W_GFC导出230810,Gfc3.2导出,15.0,百分比,0.2,NULL,155,1,10.547,提升,达标
3W_过滤器清理缓存导出DWG审查模型0810,过滤器,0.15,百分比,0.5,NULL,1,1,0.047,提升,达标
3W_过滤器清理缓存导出DWG审查模型0810,清理缓存,1.0,百分比,0.5,NULL,1,1,0.672,正常,达标
3W_过滤器清理缓存导出DWG审查模型0810,高频_导出DWG,1.5,百分比,0.5,NULL,3,1,0.891,正常,达标
3W_过滤器清理缓存导出DWG审查模型0810,导出审查模型,30.0,百分比,0.2,NULL,90,1,24.172,正常,达标
3W_同步主工作单元0810,同步主工作单元,50.0,百分比,0.2,NULL,15.4,1,39.235,提升,不达标
3W_同步构件数据0810,同步子工作单元数据,15.0,百分比,0.2,NULL,1,1,9.406,提升,不达标
3W_协同参照230909,全专业首次打开工作单元（无缓存）,35.0,百分比,0.2,NULL,35,1,19.766,提升,达标
3W_协同参照230909,高频_选择单个文件内的全部构件参照,20.0,百分比,0.2,NULL,40,1,16.297,正常,达标
3W_协同参照230909,批量对齐柱（参照建筑）,0.7,百分比,0.5,NULL,2,1,0.469,正常,达标
3W_协同参照230909,批量对齐梁（参照建筑）,0.1,绝对值,0.5,NULL,2,1,0.063,提升,达标
3W_协同参照230909,链接工作单元整体显隐控制,1.5,百分比,0.5,NULL,5,1,0.469,提升,达标
3W_协同参照230909,同步墙洞（直接链接弹窗）,2.0,百分比,0.2,NULL,2,1,1.422,提升,达标
3W_协同参照230909,同步墙洞（项目中所有墙洞）,0.25,绝对值,0.5,NULL,10,1,0.203,提升,达标
3W_协同参照230909,同步建筑楼梯（直接链接弹窗）,4.0,百分比,0.2,NULL,3,1,2.64,提升,达标
3W_协同参照230909,同步建筑楼梯（项目中所有楼梯）,0.5,百分比,0.5,NULL,2,1,0.359,正常,达标
3W_协同参照230909,卸载参照,2.0,百分比,0.2,NULL,5,1,0.782,提升,达标
3w_住宅结构专业建筑导出多张DWG,导出多张DWG,18.0,百分比,0.2,NULL,30,1,12.984,提升,达标
3w_住宅结构专业建筑链接用导出全部图纸52张,高频_导出DWG,400.0,百分比,0.2,NULL,490,0,382.641,正常,达标
3w_住宅结构专业建筑链接用导出三维视图,高频_导出DWG,90.0,百分比,0.2,NULL,120,0,74.343,正常,达标
6W_自定义基坑性能保护240130,进入创建自定义基坑,7.0,百分比,0.3,NULL,5,0,5.437,正常,不达标
6W_自定义基坑性能保护240130,结束创建自定义基坑,0.6,百分比,0.5,NULL,1,0,0.422,正常,达标
10W_首次打开工作单元有缓存（链接建筑地库）240423,高频_首次打开工作单元时间（有缓存）,40.0,百分比,0.2,NULL,66,1
10W_首次打开工作单元有缓存（链接建筑地库）240423,高频_关闭当前文件,4.0,百分比,0.2,5.2,6,1
10W_保存提交240620,高频_保存,4.0,百分比,0.2,62,6,1,2.422,提升,达标
10W_保存提交240620,高频_提交,9.0,百分比,0.2,63,9,1,13.016,衰退,不达标
10W_视图和设置类功能240423,高频_首次打开新的平面视图,8.0,百分比,0.2,26.3,8,1,2.765,提升,达标
10W_视图和设置类功能240423,高频_打开工作单元后首次切换到三维视图,18.0,百分比,0.2,17.5,11,1,7.922,提升,达标
10W_视图和设置类功能240423,创建楼层三维视图,14.0,百分比,0.2,NULL,8,1,6.079,提升,达标
10W_视图和设置类功能240423,高频_旋转三维视图,0.15,绝对值,0.4,1.3,0.5,1,0.156,正常,达标
10W_视图和设置类功能240423,高频_关闭视图（单张视图关闭）,0.5,百分比,0.3,0.3,0.6,1,0.421,正常,达标
10W_视图和设置类功能240423,切换视图（首次切换）,8.0,百分比,0.2,2.3,2.3,1,4.062,提升,不达标
10W_视图和设置类功能240423,高频_切换视图（非首次切换）,0.5,百分比,0.3,0.6,0.6,1,0.437,正常,达标
10W_视图和设置类功能240423,切换显示模型（隐藏线模式）,4.0,百分比,0.2,1.1,1.1,1,3.922,正常,不达标
10W_视图和设置类功能240423,高频_应用视图样板,4.5,百分比,0.2,42.3,10,1,4.156,正常,达标
10W_视图和设置类功能240423,高频_切换视图样板,6.0,百分比,0.2,32.6,8,1,2.312,提升,达标
10W_视图和设置类功能240423,调整视图深度,3.0,百分比,0.2,3.3,3,1,3.171,正常,不达标
10W_视图和设置类功能240423,过滤器设置完成,6.0,百分比,0.2,NULL,3.5,1,1.625,提升,达标
10W_视图和设置类功能240423,过滤梁截面,7.0,百分比,0.2,46.3,9,1,2.219,提升,达标
10W_批量对齐和板钢筋标签240424,高频_批量对齐柱,2.2,百分比,0.2,21.1,2.5,1,1.812,正常,达标
10W_批量对齐和板钢筋标签240424,高频_批量对齐墙,1.5,百分比,0.2,23.8,2,1,1.219,正常,达标
10W_批量对齐和板钢筋标签240424,高频_批量对齐梁,4.0,百分比,0.2,4.3,4,1,3.391,正常,达标
10W_批量对齐和板钢筋标签240424,高频_双击进入楼板编辑状态,1.0,百分比,0.2,1.2,1,1,0.782,提升,达标
10W_批量对齐和板钢筋标签240424,修改楼板轮廓后确认,2.5,百分比,0.2,1.7,1.7,1,2.156,正常,不达标
