测试脚本名称,性能检查点, 标准时间,超时标准,超时上限,竞品值,容忍值,业务场景,实测值,结果,是否达标
10W_批量对齐和板钢筋标签240424,高频_双击文字进入编辑状态,0.5,百分比,0.3,0.6,0.6,1,0.391,正常,达标
10W_批量对齐和板钢筋标签240424,高频_对齐标注,0.5,百分比,0.3,0.5,0.5,1,0.265,提升,达标
10W_批量对齐和板钢筋标签240424,板面钢筋_复制,0.5,百分比,0.3,0.5,0.5,1,0.328,提升,达标
10W_批量对齐和板钢筋标签240424,高频_板面钢筋_移动,0.5,百分比,0.3,0.5,0.5,1,0.344,提升,达标
10W_批量对齐和板钢筋标签240424,板面钢筋_删除,0.5,百分比,0.3,0.5,0.6,1,0.468,正常,达标
10W_批量对齐和板钢筋标签240424,板面钢筋_修改类型属性,3.5,百分比,0.2,3.7,4,1,2.797,提升,达标
10W_批量对齐和板钢筋标签240424,高频_板面钢筋_修改规格,0.4,绝对值,0.5,0.5,0.4,1,0.266,提升,达标
10W_批量对齐和板钢筋标签240424,高频_板面钢筋_钢筋规格进入编辑窗口（首次）,0.3,绝对值,0.5,0.5,0.3,1,0.281,提升,达标
10W_批量对齐和板钢筋标签240424,高频_板面钢筋_伸出长度文字进入编辑窗口（首次）,0.3,绝对值,0.5,0.5,0.4,1,0.172,提升,达标
10W_批量对齐和板钢筋标签240424,创建一个板底钢筋,0.15,绝对值,0.5,0.5,0.3,1,0.172,正常,达标
10W_批量对齐和板钢筋标签240424,板底钢筋_复制,0.3,绝对值,0.5,0.5,0.5,1,0.219,提升,达标
10W_批量对齐和板钢筋标签240424,高频_板底钢筋_移动,0.4,绝对值,0.5,0.5,0.4,1,0.219,提升,达标
10W_批量对齐和板钢筋标签240424,板底钢筋_删除,0.2,绝对值,0.5,0.5,0.3,1,0.234,正常,达标
10W_批量对齐和板钢筋标签240424,板底钢筋_修改类型属性,2.0,百分比,0.2,3.5,2.5,1,1.546,提升,达标
10W_批量对齐和板钢筋标签240424,高频_板底钢筋_修改规格,0.15,绝对值,0.5,0.5,0.3,1,0.11,提升,达标
10W_批量对齐和板钢筋标签240424,高频_板底钢筋_拖动夹点,0.3,绝对值,0.5,0.5,0.4,1,0.218,提升,达标
10W_批量对齐和板钢筋标签240424,高频_板厚标签_拖动文字,0.3,绝对值,0.5,1.2,0.5,1,0.141,提升,达标
10W_批量对齐和板钢筋标签240424,高频_附加箍筋_创建一个附加箍筋,0.4,绝对值,0.5,0.5,0.4,1,0.25,提升,达标
10W_批量对齐和板钢筋标签240424,梁标签_移动,0.6,百分比,0.2,0.5,0.5,1,0.5,正常,达标
10W_批量对齐和板钢筋标签240424,梁标签_复制,0.4,百分比,0.3,0.5,0.5,1,0.297,正常,达标
10W_批量对齐和板钢筋标签240424,梁标签_删除,0.4,百分比,0.3,0.5,0.5,1,0.328,正常,达标
10W_墙柱暗柱标签240425,线钢筋_复制,0.5,百分比,0.2,0.6,0.5,1,0.313,提升,达标
10W_墙柱暗柱标签240425,高频_线钢筋_移动,0.5,百分比,0.2,0.6,0.5,1,0.406,正常,达标
10W_墙柱暗柱标签240425,线钢筋_删除,0.2,百分比,0.2,0.5,0.5,1,0.265,衰退,达标
10W_墙柱暗柱标签240425,点钢筋_复制,0.4,百分比,0.3,0.7,0.5,1,0.265,提升,达标
10W_墙柱暗柱标签240425,高频_点钢筋_移动,0.5,百分比,0.2,0.7,0.5,1,0.187,提升,达标
10W_墙柱暗柱标签240425,点钢筋_删除,0.45,百分比,0.3,0.5,0.5,1,0.296,提升,达标
10W_墙柱暗柱标签240425,柱标签_首次放置,0.15,绝对值,0.5,0.5,0.4,1,0.172,正常,达标
10W_墙柱暗柱标签240425,高频_柱编号标签_拖动夹点,0.3,百分比,0.3,0.5,0.5,1,0.297,正常,达标
10W_墙柱暗柱标签240425,高频_柱编号标签_拖动文字,0.3,百分比,0.3,0.5,0.5,1,0.25,正常,达标
10W_墙柱暗柱标签240425,柱编号标签_标注文字进入编辑窗口,0.7,百分比,0.2,0.5,0.5,1,0.453,提升,达标
10W_墙柱暗柱标签240425,高频_暗柱编号标签_拖动夹点,0.3,百分比,0.3,0.5,0.5,1,0.313,正常,达标
10W_墙柱暗柱标签240425,高频_暗柱编号标签_拖动文字,0.3,百分比,0.3,0.5,0.5,1,0.312,正常,达标
10W_墙柱暗柱标签240425,高频_暗柱编号标签_标注文字进入编辑窗口,0.2,百分比,0.3,0.5,0.5,1,0.203,正常,达标
10W_墙柱暗柱标签240425,高频_墙标签_拖动夹点,0.2,绝对值,0.5,0.5,0.4,1,0.156,提升,达标
10W_墙柱暗柱标签240425,高频_墙标签_拖动文字,0.2,绝对值,0.5,0.5,0.4,1,0.157,提升,达标
10W_墙柱暗柱标签240425,高频_墙标签_标注文字进入编辑窗口,0.15,绝对值,0.5,0.5,0.4,1,0.11,提升,达标
10W_墙柱暗柱标签240425,高频_暗柱_编辑暗柱,1.5,百分比,0.2,NULL,1.6,1,2.312,衰退,不达标
10W_墙柱暗柱标签240425,暗柱-复制,0.8,百分比,0.3,0.5,0.5,1,0.203,提升,达标
10W_协同参照卸载更新20240425,高频_卸载建筑模型,4.0,百分比,0.2,15,10,1
10W_协同参照卸载更新20240425,高频_参照建筑模型,15.0,百分比,0.2,18,20,1
10W_协同参照卸载更新20240425,参照机电模型,7.0,百分比,0.2,21,17,1
10W_协同参照卸载更新20240425,卸载机电模型,3.5,百分比,0.2,17,9,1
10W_协同参照卸载更新20240425,参照本专业工作单元,15.0,百分比,0.2,18,18,1
10W_协同参照卸载更新20240425,更新本专业工作单元,10.0,百分比,0.2,17,16,1
10W_协同_导出GFC不加模型检查240507,Gfc3.2导出_不勾选模型检查,43.0,百分比,0.1,NULL,43,0,35.266,提升,达标
10W_协同_导出GFC加模型检查240507,高频_Gfc3.2导出_勾选模型检查,62.1,百分比,0.1,NULL,62.1,1,54.093,提升,达标
10W_协同_智能区分内外墙240515,智能区分内外墙_全楼,28.375,百分比,0.2,NULL,28.375,0,25.407,正常,达标
10W_协同_智能区分内外墙240515,智能区分内外墙_关闭结果报告,2.64,百分比,0.2,NULL,2.156,0,2.468,正常,不达标
10W_协同_模型检查及智能修复性能监测240507,高频_模型检查_全楼检查,24.9,百分比,0.2,NULL,24.9,1,21.235,正常,达标
10W_协同_模型检查及智能修复性能监测240507,高频_模型检查_智能修复,30.6,百分比,0.1,NULL,30.6,1,27.656,正常,达标
10W_协同_模型检查及智能修复性能监测240507,模型检查_定位（切换视图）,2.2,百分比,0.2,NULL,1.5,0,1.469,提升,达标
10W_协同_模型检查及智能修复性能监测240507,高频_模型检查_定位（不切换视图）,0.6,百分比,0.3,NULL,0.6,1,0.375,提升,达标
10W_协同_模型检查相交查改及检查报告性能监测240507,模型检查_进入查改部分相交,1.9,百分比,0.2,NULL,1.9,0,0.234,提升,达标
10W_协同_模型检查相交查改及检查报告性能监测240507,模型检查_单选修改部分相交,0.3,百分比,0.2,NULL,0.3,0,0.203,提升,达标
10W_协同_模型检查相交查改及检查报告性能监测240507,模型检查_框选修改部分相交,1.4,百分比,0.2,NULL,1.4,0,1.203,正常,达标
10W_协同_模型检查相交查改及检查报告性能监测240507,模型检查_撤消修改部分相交,4.0,百分比,0.2,NULL,4,0,2.156,提升,达标
10W_协同_模型检查相交查改及检查报告性能监测240507,模型检查_退出查改部分相交,2.531,百分比,0.1,NULL,2.531,0,1.125,提升,达标
10W_协同_模型检查相交查改及检查报告性能监测240507,高频_模型检查_全部刷新,9.2,百分比,0.1,NULL,9.2,1,5.282,提升,达标
10W_协同_模型检查相交查改及检查报告性能监测240507,高频_模型检查_打开模型检查报告,0.9,百分比,0.2,NULL,0.9,1,0.734,正常,达标
10W_协同_模型检查相交查改及检查报告性能监测240507,高频_模型检查_关闭模型检查报告,0.1,百分比,0.5,NULL,0.1,1,0.11,正常,不达标
10w_协同_CAD转化_结构,转化DWG_结构,7.0,百分比,0.15,31.15,31,0,6.203,正常,达标
10w_协同_导入DWG_结构,高频_导入DWG图纸_结构,0.3,百分比,0.1,1.2,0.5,1,0.14,提升,达标
10w_协同_导入DWG_结构,高频_框选DWG_结构,0.1,百分比,0.1,0.1,0.5,1,0.047,提升,达标
10w_协同_导入DWG_结构,移动DWG_结构,0.5,百分比,0.1,0.1,0.5,1,0.328,提升,达标
10w_协同_导入DWG_结构,删除DWG_结构,0.21,百分比,0.1,0.1,0.5,1,0.203,正常,达标
10w_协同_导入DWG_结构,隐藏DWG_结构,0.1,百分比,0.1,0.1,0.1,1,0.062,提升,达标
10w_协同_导入DWG_结构,显示DWG_结构,0.1,百分比,0.1,0.1,0.1,1,0.063,提升,达标
10w_协同_导入DWG_结构,打开有DWG图纸的视图_结构,0.56,百分比,0.1,1.1,1.5,1,0.328,提升,达标
10w_协同_导入DWG_结构,关闭有DWG图纸的视图_结构,0.1,百分比,0.1,0.1,0.2,1,0.11,正常,达标
10w_协同_标注和二维对象_结构,对齐标注,0.1,百分比,0.1,2,2,1,0.078,提升,达标
10w_协同_标注和二维对象_结构,线性标注,1.2,百分比,0.15,1.5,1.7,1,1.078,正常,达标
10w_协同_标注和二维对象_结构,标高标注,0.15,绝对值,0.17,0.1,0.2,1,0.187,衰退,达标
10w_协同_标注和二维对象_结构,引出标注,0.58,百分比,0.1,0.17,0.6,1,0.485,提升,达标
10w_协同_标注和二维对象_结构,表格,5.0,百分比,0.15,0.1,5,1,3.484,提升,达标
10w_协同_标注和二维对象_结构,二维线,0.4,百分比,0.1,6,6,1,0.406,正常,达标
10w_协同_标注和二维对象_结构,填充,0.7,百分比,0.1,0.1,2,1,0.578,提升,达标
10w_协同_标注和二维对象_结构,复制,0.2,百分比,0.1,0.1,0.5,1,0.062,提升,达标
10w_协同_标注和二维对象_结构,移动,0.05,绝对值,0.07,0.1,0.1,1,0.047,提升,达标
10w_协同_标注和二维对象_结构,镜像,0.2,百分比,0.1,0.1,0.5,1,0.25,衰退,达标
10w_协同_标注和二维对象_结构,删除,0.02,绝对值,0.03,0.1,0.1,1,0.047,衰退,达标
10w_协同_视图旋转导出地下_结构,单视图旋转45°,0.32,百分比,0.1,1.5,1,1,0.235,提升,达标
10w_协同_导出_结构,高频_导出DWG图纸_地上平面,2.0,百分比,0.15,2.2,3,1,2.11,正常,达标
10w_协同_视图旋转导出地下_结构,导出DWG_地下,6.0,百分比,0.15,5,10,1,5.547,正常,达标
10w_协同_导出_结构,导出DWG图纸_批量导出,6.0,百分比,0.15,8.4,10,1,5.578,正常,达标
10w_协同_导出_结构,高频_导出PDF图纸_地上平面,2.0,百分比,0.2,1.9,5,1,2.14,正常,达标
10w_协同_视图旋转导出地下_结构,导出PDF_地下,6.56,百分比,0.15,2.8,10,1,5.079,提升,达标
10w_协同_导出_结构,导出PDF图纸_批量导出,9.0,百分比,0.2,4.6,22,1,6.281,提升,达标
10W_Local_视图和设置类功能240506,高频_打开文件时间,55.0,百分比,0.2,NULL,66,1,284.781,衰退,不达标
10W_Local_视图和设置类功能240506,高频_首次打开新的平面视图,5.0,百分比,0.2,24.3,6,1,2.188,提升,达标
10W_Local_视图和设置类功能240506,高频_打开文件后首次切换到三维视图,8.0,百分比,0.2,17.5,9,1,3.516,提升,达标
10W_Local_视图和设置类功能240506,创建楼层三维视图,3.5,百分比,0.2,NULL,5,1,1.453,提升,达标
10W_Local_视图和设置类功能240506,高频_旋转三维视图,0.15,绝对值,0.3,1.1,0.5,1,0.016,提升,达标
10W_Local_视图和设置类功能240506,高频_关闭视图（单张视图关闭）,0.4,百分比,0.3,0.5,0.5,1,0.188,提升,达标
10W_Local_视图和设置类功能240506,切换视图（首次切换）,4.0,百分比,0.2,2.3,2.3,1,1.657,提升,达标
10W_Local_视图和设置类功能240506,高频_切换视图（非首次切换）,0.15,百分比,0.3,0.6,0.6,1,0.062,提升,达标
10W_Local_视图和设置类功能240506,切换显示模型（隐藏线模式）,0.3,百分比,0.3,1,1,1,0.141,提升,达标
10W_Local_视图和设置类功能240506,高频_应用视图样板,4.0,百分比,0.2,33,8,1,2.219,提升,达标
10W_Local_视图和设置类功能240506,高频_切换视图样板,4.0,百分比,0.2,24,8,1,2.25,提升,达标
10W_Local_视图和设置类功能240506,调整视图深度,2.1,百分比,0.2,2.5,2,1,1.937,正常,达标
10W_Local_视图和设置类功能240506,过滤器设置完成,3.5,百分比,0.2,NULL,3.5,1,2.062,提升,达标
10W_Local_视图和设置类功能240506,过滤梁截面,1.5,百分比,0.2,46,4,1,0.703,提升,达标
10W_Local_批量对齐和板钢筋标签240507,高频_批量对齐柱,1.0,百分比,0.2,21.1,2,1,1.047,正常,达标
10W_Local_批量对齐和板钢筋标签240507,高频_批量对齐墙,1.5,百分比,0.2,23.8,3,1,1.313,正常,达标
10W_Local_批量对齐和板钢筋标签240507,高频_批量对齐梁,1.5,百分比,0.2,4.2,3,1,0.875,提升,达标
10W_Local_批量对齐和板钢筋标签240507,高频_双击进入楼板编辑状态,0.5,百分比,0.3,1.2,1,1,0.343,提升,达标
10W_Local_批量对齐和板钢筋标签240507,修改楼板轮廓后确认,0.6,百分比,0.2,1.5,1.5,1,0.469,提升,达标
10W_Local_批量对齐和板钢筋标签240507,高频_双击文字进入编辑状态,0.35,百分比,0.3,0.6,0.6,1,0.281,正常,达标
10W_Local_批量对齐和板钢筋标签240507,高频_对齐标注,0.15,百分比,0.3,0.5,0.5,1,0.031,提升,达标
10W_Local_批量对齐和板钢筋标签240507,板面钢筋_复制,0.15,百分比,0.3,0.5,0.5,1,0.093,提升,达标
10W_Local_批量对齐和板钢筋标签240507,高频_板面钢筋_移动,0.15,百分比,0.3,0.5,0.5,1,0.109,正常,达标
10W_Local_批量对齐和板钢筋标签240507,板面钢筋_删除,0.15,百分比,0.3,0.6,0.6,1,0.125,正常,达标
10W_Local_批量对齐和板钢筋标签240507,板面钢筋_修改类型属性,1.0,百分比,0.2,3.5,3,1,0.781,提升,达标
10W_Local_批量对齐和板钢筋标签240507,高频_板面钢筋_修改规格,0.15,百分比,0.3,0.5,0.5,1,0.047,提升,达标
10W_Local_批量对齐和板钢筋标签240507,高频_板面钢筋_钢筋规格进入编辑窗口（首次）,0.15,绝对值,0.5,0.5,0.3,1,0.063,提升,达标
10W_Local_批量对齐和板钢筋标签240507,高频_板面钢筋_伸出长度文字进入编辑窗口（首次）,0.15,绝对值,0.5,0.5,0.4,1,0.079,提升,达标
10W_Local_批量对齐和板钢筋标签240507,创建一个板底钢筋,0.15,百分比,0.3,0.5,0.5,1,0.063,提升,达标
10W_Local_批量对齐和板钢筋标签240507,板底钢筋_复制,0.15,百分比,0.3,0.5,0.5,1,0.078,提升,达标
10W_Local_批量对齐和板钢筋标签240507,高频_板底钢筋_移动,0.15,百分比,0.3,0.5,0.5,1,0.062,提升,达标
10W_Local_批量对齐和板钢筋标签240507,板底钢筋_删除,0.15,百分比,0.3,0.5,0.5,1,0.094,提升,达标
10W_Local_批量对齐和板钢筋标签240507,板底钢筋_修改类型属性,0.2,百分比,0.3,3.5,1,1,0.14,正常,达标
10W_Local_批量对齐和板钢筋标签240507,高频_板底钢筋_修改规格,0.15,百分比,0.3,0.5,0.5,1,0.032,提升,达标
10W_Local_批量对齐和板钢筋标签240507,高频_板底钢筋_拖动夹点,0.15,百分比,0.3,0.5,0.5,1,0.078,提升,达标
10W_Local_批量对齐和板钢筋标签240507,高频_板厚标签_拖动文字,0.15,百分比,0.3,1.2,0.5,1,0.063,提升,达标
10W_Local_墙柱暗柱标签240507,高频_附加箍筋_创建一个附加箍筋,0.15,百分比,0.3,0.5,0.5,1,0.078,提升,达标
10W_Local_墙柱暗柱标签240507,梁标签_移动,0.15,百分比,0.3,0.5,0.5,1,0.125,正常,达标
10W_Local_墙柱暗柱标签240507,梁标签_复制,0.25,百分比,0.3,0.5,0.5,1,0.203,正常,达标
10W_Local_墙柱暗柱标签240507,梁标签_删除,0.15,百分比,0.3,0.5,0.5,1,0.125,正常,达标
10W_Local_墙柱暗柱标签240507,线钢筋_复制,0.15,百分比,0.3,0.6,0.5,1,0.078,提升,达标
10W_Local_墙柱暗柱标签240507,高频_线钢筋_移动,0.15,百分比,0.3,0.6,0.5,1,0.125,正常,达标
10W_Local_墙柱暗柱标签240507,线钢筋_删除,0.15,百分比,0.3,0.5,0.5,1,0.157,正常,达标
10W_Local_墙柱暗柱标签240507,点钢筋_复制,0.15,百分比,0.3,0.7,0.5,1,0.079,提升,达标
10W_Local_墙柱暗柱标签240507,高频_点钢筋_移动,0.15,百分比,0.3,0.7,0.5,1,0.094,提升,达标
10W_Local_墙柱暗柱标签240507,点钢筋_删除,0.15,百分比,0.3,0.5,0.5,1,0.093,提升,达标
10W_Local_墙柱暗柱标签240507,柱标签_首次放置,0.1,百分比,0.3,0.5,0.5,1,0.031,提升,达标
10W_Local_墙柱暗柱标签240507,高频_柱编号标签_拖动夹点,0.15,百分比,0.3,0.5,0.5,1,0.078,提升,达标
10W_Local_墙柱暗柱标签240507,高频_柱编号标签_拖动文字,0.15,百分比,0.3,0.5,0.5,1,0.047,提升,达标
10W_Local_墙柱暗柱标签240507,柱编号标签_标注文字进入编辑窗口,0.5,百分比,0.2,0.5,0.5,1,0.266,提升,达标
10W_Local_墙柱暗柱标签240507,高频_暗柱编号标签_拖动夹点,0.15,百分比,0.3,0.5,0.5,1,0.078,提升,达标
10W_Local_墙柱暗柱标签240507,高频_暗柱编号标签_拖动文字,0.15,百分比,0.3,0.5,0.5,1,0.047,提升,达标
10W_Local_墙柱暗柱标签240507,高频_暗柱编号标签_标注文字进入编辑窗口,0.15,绝对值,0.5,0.5,0.5,1,0.062,提升,达标
10W_Local_墙柱暗柱标签240507,高频_墙标签_拖动夹点,0.15,绝对值,0.5,0.5,0.5,1,0.062,提升,达标
10W_Local_墙柱暗柱标签240507,高频_墙标签_拖动文字,0.15,绝对值,0.5,0.5,0.5,1,0.062,提升,达标
10W_Local_墙柱暗柱标签240507,高频_墙标签_标注文字进入编辑窗口,0.15,绝对值,0.5,0.5,0.5,1,0.063,提升,达标
10W_Local_墙柱暗柱标签240507,高频_暗柱_编辑暗柱,0.2,百分比,0.2,NULL,1,1,0.219,正常,达标
10W_Local_墙柱暗柱标签240507,暗柱-复制,0.15,百分比,0.3,0.5,0.5,1,0.094,提升,达标
10W_Local_链接卸载更新功能240508,高频_卸载建筑模型,10.0,百分比,0.2,15,10,1
10W_Local_链接卸载更新功能240508,高频_参照建筑模型,12.0,百分比,0.2,17,12,1
10W_Local_链接卸载更新功能240508,参照机电模型,10.0,百分比,0.2,20,10,1
10W_Local_链接卸载更新功能240508,卸载机电模型,10.0,百分比,0.2,17,10,1
10W_Local_链接卸载更新功能240508,参照本专业文件,25.0,百分比,0.2,18,18,1
10W_Local_链接卸载更新功能240508,载入更新本专业文件,35.0,百分比,0.2,17,17,1
10W_Local_关闭软件240508,高频_关闭当前文件,7.0,百分比,0.2,6,5.8,1,0.515,提升,达标
10w_单机_标注和二维对象创建_结构,表格_单机,2.0,百分比,0.2,0.1,5,0,1.359,提升,达标
3W_裁剪框拆分折叠,裁剪框拆分,1.0,绝对值,2.0,NULL,2,1,0.36,提升,达标
3W_裁剪框拆分折叠,精准折叠,1.0,绝对值,2.0,NULL,2,1,0.141,提升,达标
3W_裁剪框拆分折叠,合并裁剪分区,1.0,绝对值,2.0,NULL,2,1,0.235,提升,达标
6W_协同_模型检查相交查改及检查报告240510,模型检查_进入查改部分相交,0.46,百分比,0.3,NULL,0.46,0,0.5,正常,不达标
6W_协同_模型检查相交查改及检查报告240510,模型检查_单选修改部分相交,0.44,百分比,0.3,NULL,0.44,0,0.5,正常,不达标
6W_协同_模型检查相交查改及检查报告240510,模型检查_框选修改部分相交,3.6,百分比,0.2,NULL,3.6,0,3.609,正常,不达标
6W_协同_模型检查相交查改及检查报告240510,模型检查_撤消修改部分相交,2.4,百分比,0.2,NULL,2.4,0,2.266,正常,达标
6W_协同_模型检查相交查改及检查报告240510,模型检查_退出查改部分相交,1.1,百分比,0.2,NULL,1.1,0,1.047,正常,达标
6W_协同_模型检查相交查改及检查报告240510,高频_模型检查_打开模型检查报告,2.0,百分比,0.2,NULL,2,1,0.312,提升,达标
6W_协同_模型检查相交查改及检查报告240510,高频_模型检查_关闭模型检查报告,0.25,百分比,0.5,NULL,0.25,1,0.266,正常,不达标
6W_协同_模型检查_智能修复_错误定位240510,高频_模型检查_全楼检查,16.8,百分比,0.2,NULL,16.8,1,13.266,提升,达标
6W_协同_模型检查_智能修复_错误定位240510,高频_模型检查_智能修复,26.3,百分比,0.1,NULL,26.3,1,27.281,正常,不达标
6W_协同_模型检查_智能修复_错误定位240510,模型检查_定位（切换视图）,1.5,百分比,0.2,NULL,1.5,0,1.562,正常,不达标
6W_协同_模型检查_智能修复_错误定位240510,高频_模型检查_定位（不切换视图）,0.6,百分比,0.3,NULL,0.6,1,0.688,正常,不达标
6W_协同_模型检查_智能修复_错误定位240510,高频_模型检查_全部刷新,7.9,百分比,0.2,NULL,7.9,1,2.89,提升,达标
6W_协同_模型检查_智能修复_错误定位240510,模型检查_构件距结构主体过远,2.0,百分比,0.2,NULL,2,0,2.141,正常,不达标
6W_协同_导出GFC加模型检查240510,高频_Gfc3.2导出_勾选模型检查,49.2,百分比,0.1,NULL,49.2,1,28.125,提升,达标
6W_协同_导出GFC不加模型检查240510,Gfc3.2导出_不勾选模型检查,40.61,百分比,0.1,NULL,40.61,0,20.297,提升,达标
10W_单机_导出GFC_不加模型检查240613,Gfc3.2导出_不勾选模型检查,42.07,百分比,0.1,NULL,42.07,0,13.437,提升,达标
10W_单机_导出GFC_加模型检查240613,高频_Gfc3.2导出_勾选模型检查,46.82,百分比,0.1,NULL,46.82,1,18.328,提升,达标
10W_单机_模型检查_相交查改_检查报告240613,模型检查_进入查改部分相交,0.54,百分比,0.3,NULL,0.54,0,0.407,正常,达标
10W_单机_模型检查_相交查改_检查报告240613,模型检查_单选修改部分相交,0.29,百分比,0.3,NULL,0.29,0,0.375,正常,不达标
10W_单机_模型检查_相交查改_检查报告240613,模型检查_框选修改部分相交,0.39,百分比,0.3,NULL,0.39,0,0.422,正常,不达标
10W_单机_模型检查_相交查改_检查报告240613,模型检查_撤消修改部分相交,1.22,百分比,0.2,NULL,1.22,0,1.296,正常,不达标
10W_单机_模型检查_相交查改_检查报告240613,模型检查_退出查改部分相交,1.1,百分比,0.2,NULL,1.1,0,1.032,正常,达标
10W_单机_模型检查_相交查改_检查报告240613,高频_模型检查_全部刷新,5.0,百分比,0.2,NULL,5,0,5.531,正常,不达标
10W_单机_模型检查_相交查改_检查报告240613,高频_模型检查_打开模型检查报告,0.3,百分比,0.5,NULL,0.3,0,0.219,正常,达标
10W_单机_模型检查_相交查改_检查报告240613,高频_模型检查_关闭模型检查报告,0.24,百分比,0.5,NULL,0.24,1,0.234,正常,达标
10W_单机_模型检查_智能修复_错误定位240613,高频_模型检查_全楼检查,9.9,百分比,0.2,NULL,9.9,1,10.047,正常,不达标
10W_单机_模型检查_智能修复_错误定位240613,高频_模型检查_智能修复,9.1,百分比,0.2,NULL,9.1,1,10.438,正常,不达标
10W_单机_模型检查_智能修复_错误定位240613,模型检查_定位（切换视图）,1.9,百分比,0.2,NULL,1.9,0,1.546,正常,达标
10W_单机_模型检查_智能修复_错误定位240613,高频_模型检查_定位（不切换视图）,0.7,百分比,0.3,NULL,0.7,1,0.531,正常,达标
10w_协同_标注和二维对象_结构,文字,0.55,百分比,0.1,3,3,1,0.296,提升,达标
6W_协同_尺寸标注显隐_裁剪框编辑,批量隐藏轴网,0.3,绝对值,0.4,NULL,0.5,0,0.39,正常,达标
6W_协同_尺寸标注显隐_裁剪框编辑,打开模型裁剪框,0.34,绝对值,0.4,0.5,0.5,0,0.328,提升,达标
6W_协同_尺寸标注显隐_裁剪框编辑,打开注释裁剪框,0.15,绝对值,0.2,0.5,0.5,0,0.141,提升,达标
6W_协同_尺寸标注显隐_裁剪框编辑,裁剪框夹点拖拽,0.21,绝对值,0.3,1.5,0.5,0,0.188,提升,达标
6W_协同_尺寸标注显隐_裁剪框编辑,拖拽移动柱,0.4,绝对值,0.5,0.1,0.5,0,0.406,正常,达标
6W_协同_尺寸标注显隐_裁剪框编辑,移动命令移动柱,0.39,绝对值,0.5,0.1,0.5,0,0.344,提升,达标
6W_协同_DWG转化_三维视图剖切框,DWG转化,5.0,百分比,0.2,33,15,0,5.047,正常,达标
6W_协同_DWG转化_三维视图剖切框,三维视图显示剖切框,0.35,百分比,0.2,4,5,0,0.218,提升,达标
6W_协同_DWG转化_三维视图剖切框,三维视图拖拽剖切框裁剪,0.3,百分比,0.2,2,3,0,0.313,正常,达标
6W_协同_结构视口编辑,创建图纸,0.5,百分比,0.2,0.1,0.5,0,0.532,正常,不达标
6W_协同_结构视口编辑,放置视口,6.0,百分比,0.2,3,4,0,3.813,提升,达标
6W_协同_结构视口编辑,移动视口,0.2,百分比,0.2,0.1,0.5,0,0.109,提升,达标
6W_协同_结构视口编辑,删除视口,0.35,百分比,0.2,0.1,0.5,0,0.25,提升,达标
6W_协同_结构多段线夹点选择,选中1000夹点多段线,0.4,百分比,0.2,0.1,0.5,0,0.11,提升,达标